observed_on,time_observed_at,user_name,created_at,updated_at,image_url,description,num_identification_agreements,num_identification_disagreements,place_guess,latitude,longitude,place_county_name,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name
2024-01-01,10:54:01.000000000,Santosh Roy,2024-01-01T11:28:41.000000,2024-01-01T18:03:43.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343832882/medium.jpg,Not Provided,2,0,"Neyyar Wildlife Sanctuary, Thiruvananthapuram, KL, IN",8.685245,77.127175,Thiruvananthapuram,Kerala,India,Wasp Moths and Handmaiden Moths,Syntomini,Wasp Moths and Handmaiden Moths,Insecta
2024-01-01,11:04:26.000000000,Narendra Bhagwat,2024-01-01T11:31:02.000000,2024-01-01T18:16:24.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343833088/medium.jpeg,Not Provided,1,0,"Sector No 27A, Pradhikaran, Nigdi, Pimpri-Chinchwad, Maharashtra 411044, India",18.6491782356,73.7706818059,Pune,Maharashtra,India,Small Branded Swift,Pelopidas mathias,Small Branded Swift,Insecta
2024-01-01,11:24:59.000000000,Kanchan Gupta,2024-01-01T11:38:24.000000,2024-01-04T12:39:45.000000,https://static.inaturalist.org/photos/344421644/medium.jpeg,Not Provided,0,0,"FR46+VCW, Vartak Ward, Virar West, Virar, Maharashtra 401303, India",19.4572633,72.8111334,Palghar,Maharashtra,India,Green Lacewings,Chrysopidae,Green Lacewings,Insecta
2024-01-01,09:46:57.000000000,Mitul and Vijul Singh,2024-01-01T11:42:14.000000,2024-01-01T11:42:26.000000,https://static.inaturalist.org/photos/343834215/medium.jpeg,Not Provided,0,0,"Valley Apartments, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500081, India",17.4425334436,78.3673158288,Rangareddi,Telangana,India,Leafhoppers and Treehoppers,Membracoidea,Leafhoppers and Treehoppers,Insecta
2024-01-01,10:00:13.000000000,yugan,2024-01-01T11:44:21.000000,2024-01-01T12:40:56.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343834353/medium.jpeg,Not Provided,1,0,Avadi,13.1067414673,80.0969510525,Kancheepuram,Tamil Nadu,India,Grass Demon,Udaspes folus,Grass Demon,Insecta
2024-01-01,09:46:48.000000000,Mitul and Vijul Singh,2024-01-01T11:44:28.000000,2024-01-01T19:45:43.000000,https://static.inaturalist.org/photos/343834362/medium.jpeg,Not Provided,1,0,"24, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032, India",17.4428361111,78.3672944444,Rangareddi,Telangana,India,Acrobat Ants and Cocktail Ants,Crematogaster,Acrobat Ants and Cocktail Ants,Insecta
2024-01-01,09:08:07.000000000,Mitul and Vijul Singh,2024-01-01T11:50:18.000000,2024-01-01T11:50:24.000000,https://static.inaturalist.org/photos/343834954/medium.jpeg,Not Provided,0,0,"Valley Apartments, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500081, India",17.4426833333,78.3675944444,Rangareddi,Telangana,India,Tropical Fire Ant,Solenopsis geminata,Tropical Fire Ant,Insecta
2024-01-01,09:22:40.000000000,Bhaveesh Shetty,2024-01-01T11:52:12.000000,2024-01-01T13:01:47.000000,https://static.inaturalist.org/photos/343835142/medium.jpeg,Not Provided,1,0,"R7RV+MC6, Bedrodi HC, Mogru, Karnataka 574241, India",12.8436485667,75.2945515333,Dakshin Kannad,Karnataka,India,Southern Green Stink Bug,Nezara viridula,Southern Green Stink Bug,Insecta
2024-01-01,09:40:15.000000000,Bhaveesh Shetty,2024-01-01T11:52:34.000000,2024-01-01T14:58:59.000000,https://static.inaturalist.org/photos/343835170/medium.jpeg,Not Provided,1,0,"R7RV+MC6, Bedrodi HC, Mogru, Karnataka 574241, India",12.8436649997,75.2945548997,Dakshin Kannad,Karnataka,India,Nematoceran Flies,Nematocera,Nematoceran Flies,Insecta
2024-01-01,09:24:20.000000000,Bhaveesh Shetty,2024-01-01T11:52:56.000000,2024-02-03T09:54:47.000000,https://static.inaturalist.org/photos/343835201/medium.jpeg,Not Provided,2,0,"R7RV+MC6, Bedrodi HC, Mogru, Karnataka 574241, India",12.8437517997,75.2945413997,Dakshin Kannad,Karnataka,India,Tetragonula,Tetragonula,Not provided,Insecta
2024-01-01,09:11:59.000000000,Mitul and Vijul Singh,2024-01-01T11:53:10.000000,2024-01-01T19:44:41.000000,https://static.inaturalist.org/photos/343835227/medium.jpeg,Not Provided,2,0,"24, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032, India",17.4425532749,78.3673905954,Rangareddi,Telangana,India,Longhorn Crazy Ant,Paratrechina longicornis,Longhorn Crazy Ant,Insecta
2024-01-01,08:36:30.000000000,Surajit Dawn,2024-01-01T12:31:48.000000,2024-01-02T07:32:07.000000,https://static.inaturalist.org/photos/343839273/medium.jpeg,Not Provided,3,0,"Bangalore Rural, IN-KA, IN",13.4259129722,77.503127,Bangalore Rural,Karnataka,India,Crimson Rose,Pachliopta hector,Crimson Rose,Insecta
2024-01-01,12:27:01.000000000,Pragnya,2024-01-01T12:31:50.000000,2024-01-05T08:21:02.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343839264/medium.jpeg,Not Provided,5,0,"#155/13,3rd Cross 2nd Stage, Sri brindavan,okalipuram, 2nd Stage, 1st Stage, Okalipuram, Srirampura, Bengaluru, Karnataka 560021, India",12.9840461544,77.5645766035,Bangalore,Karnataka,India,Great Eggfly,Hypolimnas bolina,Great Eggfly,Insecta
2024-01-01,12:39:24.000000000,Pragnya,2024-01-01T12:54:25.000000,2024-01-05T08:20:56.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343841484/medium.jpeg,Not Provided,2,0,"# 72/1, 3rd cross, Srirampuram, 2nd Stage, 1st Stage, Okalipuram, Srirampura, Bengaluru, Karnataka 560021, India",12.9841131288,77.5647827983,Bangalore,Karnataka,India,Banana Flies,Neriidae,Banana Flies,Insecta
2024-01-01,12:55:00.000000000,Soumya Patra,2024-01-01T12:55:52.000000,2024-01-02T12:52:41.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343841728/medium.jpeg,Not Provided,2,0,"Hatirampur, West Bengal 722171, India",23.0716649748,86.8510107318,Bankura,West Bengal,India,Lemon Pansy,Junonia lemonias,Lemon Pansy,Insecta
2024-01-01,13:14:29.000000000,Neelakantan K.K.,2024-01-01T13:16:33.000000,2024-01-20T03:08:37.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343843623/medium.jpeg,Found lying on footpath in park,3,0,"Pocket 40, Chittaranjan Park, New Delhi, Delhi 110019, India",28.5421069327,77.2496956587,Delhi,Delhi,India,Common Mormon Swallowtail,Papilio polytes,Common Mormon Swallowtail,Insecta
2024-01-01,12:50:47.000000000,YERCAUD ELANGO Yercaud Elango,2024-01-01T13:27:11.000000,2024-01-01T13:27:17.000000,https://static.inaturalist.org/photos/343844861/medium.jpeg,Not Provided,0,0,"32/2C, Kovilmedu, Yercaud, Tamil Nadu 636601, India",11.7731001503,78.2065425441,Salem,Tamil Nadu,India,Crane fly,Tipulomorpha,Crane Flies,Insecta
2024-01-01,13:28:09.000000000,Swarnadwip Mukherjee,2024-01-01T13:31:36.000000,2024-04-17T13:53:15.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343845459/medium.jpeg,Not Provided,2,0,"R99J+VVF, Santigarh, Shyamnagar, Garshyamnagar, West Bengal 743127, India",22.8201581944,88.3821383889,North 24 Parganas,West Bengal,India,Striped Albatross,Appias libythea,Striped Albatross,Insecta
2024-01-01,10:38:29.000000000,Hadiyal Devraj,2024-01-01T13:45:14.000000,2024-01-02T09:25:47.000000,https://static.inaturalist.org/photos/343846376/medium.jpeg,Not Provided,0,0,"V48M+9C2 College Park, Hemchandracharya North University, Patan, Samalpati, Gujarat 384265, India",23.8662688,72.1336529,Patan,Gujarat,India,Not provided,Erebidae,"Underwing, Tiger, Tussock, and Allied Moths",Insecta
2024-01-01,13:16:22.000000000,Himanshu Kumar,2024-01-01T14:42:54.000000,2024-03-03T08:01:08.000000,https://static.inaturalist.org/photos/343852041/medium.jpeg,Not Provided,5,0,"4H6M+9VW, Kandbari, Himachal Pradesh 176081, India",32.111059893,76.5839586407,Kangra,Himachal Pradesh,India,Tiger Butterflies,Danaina,Tiger Butterflies,Insecta
2024-01-01,08:30:30.000000000,Kenz,2024-01-01T15:12:31.000000,2024-01-06T01:27:43.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343855053/medium.jpeg,Not Provided,3,0,Neduva,11.0566866183,75.8668556437,Malappuram,Kerala,India,Twister,Tholymis tillarga,Twister,Insecta
2024-01-01,14:58:07.000000000,neel,2024-01-01T15:24:18.000000,2024-01-05T12:02:06.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343857064/medium.jpeg,Not Provided,3,0,"A-173, Ramdeo Nagar, Sarthi Nagar 2, Kendranagar, Vadodara, Gujarat 390019, India",22.2958444444,73.2429805556,Vadodara,Gujarat,India,Lemon Pansy,Junonia lemonias,Lemon Pansy,Insecta
2024-01-01,13:31:00.000000000,Salman Abdulali,2024-01-01T15:28:32.000000,2024-03-16T21:41:13.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343856377/medium.jpg,Not Provided,6,0,"Kihim, Raigad District, Maharashtra, India",18.7386463738,72.8680014611,Raigarh,Maharashtra,India,Chestnut Bob,Iambrix salsala,Chestnut Bob,Insecta
2024-01-01,13:14:34.000000000,Kenz,2024-01-01T15:28:58.000000,2024-01-09T19:42:44.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343856669/medium.jpeg,Not Provided,3,0,Kidangazhi,11.1446337864,76.0957510024,Malappuram,Kerala,India,Peacock Royal,Tajuria cippus,Peacock Royal,Insecta
2024-01-01,13:16:23.000000000,Kenz,2024-01-01T15:31:56.000000,2024-01-01T19:18:36.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343857016/medium.jpeg,Not Provided,2,0,Kidangazhi,11.1446337864,76.0957510024,Malappuram,Kerala,India,Common Jezebel,Delias eucharis,Common Jezebel,Insecta
2024-01-01,13:25:58.000000000,Kenz,2024-01-01T15:39:16.000000,2024-01-04T22:10:40.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343857748/medium.jpeg,Not Provided,3,0,Kidangazhi,11.1446337864,76.0957510024,Malappuram,Kerala,India,Asian Grizzled Skipper,Spialia galba,Asian Grizzled Skipper,Insecta
2024-01-01,14:13:03.000000000,Kenz,2024-01-01T15:39:51.000000,2024-03-19T13:13:05.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343857815/medium.jpeg,Not Provided,3,0,Kidangazhi,11.1446337864,76.0957510024,Malappuram,Kerala,India,Butterflies and Moths,Lepidoptera,Butterflies and Moths,Insecta
2024-01-01,14:19:37.000000000,Kenz,2024-01-01T15:40:41.000000,2024-01-12T06:19:27.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343857959/medium.jpeg,Not Provided,2,0,Kidangazhi,11.1446337864,76.0957510024,Malappuram,Kerala,India,Tetragonula,Tetragonula,Not provided,Insecta
2024-01-01,13:23:49.000000000,Sidd,2024-01-01T15:47:40.000000,2024-01-06T01:27:35.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343858548/medium.jpeg,Not Provided,2,0,"S11, A-Block, Kovaipudur, Coimbatore, Tamil Nadu 641008, India",10.947089,76.9357708,Coimbatore,Tamil Nadu,India,Ditch Jewel,Brachythemis contaminata,Ditch Jewel,Insecta
2024-01-01,05:33:46.000000000,Rajendra Koranga,2024-01-01T16:08:36.000000,2024-01-10T11:06:36.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343860238/medium.jpeg,Not Provided,5,0,"36CP+JW4, Munsyari, Uttarakhand 262554, India",30.0715170215,80.237339884,Pithoragarh,Uttaranchal,India,Indian Tortoiseshell,Aglais caschmirensis,Indian Tortoiseshell,Insecta
2024-01-01,05:35:10.000000000,Rajendra Koranga,2024-01-01T16:09:19.000000,2024-04-10T01:17:29.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343860308/medium.jpeg,Not Provided,2,0,"36CP+JW4, Munsyari, Uttarakhand 262554, India",30.0715170215,80.237339884,Pithoragarh,Uttaranchal,India,Himalayan Queen Fritillary,Issoria issaea,Himalayan Queen Fritillary,Insecta
2024-01-01,15:33:53.000000000,Manjunath Badiger,2024-01-01T16:20:34.000000,2024-01-02T09:19:14.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343861506/medium.jpeg,Not Provided,1,0,"34, Daneshwari Nagar, Yalakki Shettar Colony, Dharwad, Karnataka 580004, India",15.4416934268,75.0230524689,Dharwad,Karnataka,India,Ensign Scales,Ortheziidae,Ensign Scales,Insecta
2024-01-01,16:34:00.000000000,Michaelsen,2024-01-01T17:19:05.000000,2024-01-01T17:19:05.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343866836/medium.jpg,Not Provided,0,0,"Mysore Division, Karnataka, India",12.371349,76.662749,Mysore,Karnataka,India,Armigeres,Armigeres,Not provided,Insecta
2024-01-01,10:18:00.000000000,Mitrajit Deb,2024-01-01T17:19:26.000000,2024-01-01T20:02:09.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343867094/medium.jpeg,Not Provided,1,0,"Baruakandi, Tripura, India",24.3951470872,92.1595996991,North Tripura,Tripura,India,Maile Pilau Hornworm,Macroglossum pyrrhosticta,Maile Pilau Hornworm,Insecta
2024-01-01,12:31:10.000000000,clint sebastian,2024-01-01T17:22:07.000000,2024-01-01T19:20:01.000000,https://static.inaturalist.org/photos/343867374/medium.jpeg,Not Provided,2,0,"Elappally, Kerala, India",9.7768945556,76.8448867778,Idukki,Kerala,India,Tiny Grass Blue,Zizula hylax,Tiny Grass Blue,Insecta
2024-01-01,16:26:00.000000000,Michaelsen,2024-01-01T17:29:04.000000,2024-01-01T17:31:08.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343867240/medium.jpg,Not Provided,0,0,"Mysore Division, Karnataka, India",12.3775329722,76.661984,Mysore,Karnataka,India,Malaysian Bush-Cricket,Mecopoda elongata,Malaysian Bush-cricket,Insecta
2024-01-01,13:09:09.000000000,clint sebastian,2024-01-01T17:31:03.000000,2024-01-01T22:34:58.000000,https://static.inaturalist.org/photos/343868315/medium.jpeg,Not Provided,3,0,"Kudayathoor, Kerala 685590, India",9.7954988333,76.8236236389,Idukki,Kerala,India,Water Snow Flat,Tagiades litigiosa,Water Snow Flat,Insecta
2024-01-01,17:01:57.000000000,Meehir Pawar,2024-01-01T17:49:37.000000,2024-01-25T20:03:59.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343870001/medium.jpeg,Not Provided,4,0,"Poynad, Maharashtra 402108, India",18.6696897263,72.9942195117,Raigarh,Maharashtra,India,Small Transverse Ladybird Beetle,Coccinella transversalis,Small Transverse Ladybird Beetle,Insecta
2024-01-01,17:00:48.000000000,Meehir Pawar,2024-01-01T17:54:22.000000,2024-01-25T20:03:48.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343870766/medium.jpeg,Not Provided,5,0,Poynad,18.6848560625,72.9931110889,Raigarh,Maharashtra,India,Gram Blue,Euchrysops cnejus,Gram Blue,Insecta
2024-01-01,17:48:00.000000000,Michaelsen,2024-01-01T17:56:07.000000,2024-01-04T18:08:01.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343870516/medium.jpg,Not Provided,0,0,"Mysore Division, Karnataka, India",12.370684,76.66347,Mysore,Karnataka,India,Crematogaster,Crematogaster rogenhoferi,Not provided,Insecta
2024-01-01,17:03:04.000000000,Meehir Pawar,2024-01-01T17:56:24.000000,2024-09-09T23:35:00.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343870989/medium.jpeg,Not Provided,0,0,"Poynad, Maharashtra 402108, India",18.6702144565,72.9937896878,Raigarh,Maharashtra,India,Brunia,Brunia,Not provided,Insecta
2024-01-01,17:51:51.000000000,Santosh Roy,2024-01-01T18:01:40.000000,2024-04-04T20:06:23.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343871559/medium.jpg,Not Provided,2,0,"Neyyar Wildlife Sanctuary, Thiruvananthapuram, KL, IN",8.6855166667,77.1268221667,Thiruvananthapuram,Kerala,India,Black-kneed Meadow Katydid,Conocephalus melaenus,Black-kneed Meadow Katydid,Insecta
2024-01-01,14:07:43.000000000,Satya Sidharth Das,2024-01-01T18:37:42.000000,2024-07-22T10:14:30.000000,https://static.inaturalist.org/photos/343875328/medium.jpeg,Not Provided,2,0,"Ragadipada, Odisha 754031, India",20.3685359997,85.2717576997,Cuttack,Odisha,India,Bandwing Grasshoppers,Oedipodinae,Bandwing Grasshoppers,Insecta
2024-01-01,16:25:40.000000000,Ganesh Mohan T,2024-01-01T18:40:52.000000,2024-01-01T22:35:41.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343875688/medium.jpeg,Not Provided,3,0,"Kerala, IN",9.6104984215,76.3167126512,Alappuzha,Kerala,India,Gram Blue,Euchrysops cnejus,Gram Blue,Insecta
2024-01-01,17:50:28.000000000,Manjunath Badiger,2024-01-01T19:06:17.000000,2024-01-01T19:16:42.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343879495/medium.jpeg,Not Provided,1,0,"FXVQ+VMX, Dharwad, Karnataka 580005, India",15.4952783243,74.9877951667,Dharwad,Karnataka,India,Bagrada Bug,Bagrada hilaris,Bagrada Bug,Insecta
2024-01-01,17:23:26.000000000,Manjunath Badiger,2024-01-01T19:09:32.000000,2024-01-01T19:16:35.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343879912/medium.jpeg,Not Provided,1,0,"FXVQ+VMX, Dharwad, Karnataka 580005, India",15.494422458,74.986890927,Dharwad,Karnataka,India,Eurybrachys,Eurybrachys,Not provided,Insecta
2024-01-01,17:40:09.000000000,Manjunath Badiger,2024-01-01T19:10:38.000000,2024-01-10T19:27:32.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343880021/medium.jpeg,Not Provided,3,0,"FXQQ+Q3Q, Dharwad, Karnataka 580001, India",15.4950993326,74.9873780832,Dharwad,Karnataka,India,Asian Honey Bee,Apis cerana,Asian Honey Bee,Insecta
2024-01-01,19:18:18.000000000,Savitha Savitha.Sahadev,2024-01-01T19:21:33.000000,2024-01-01T19:59:07.000000,https://static.inaturalist.org/photos/343881319/medium.jpeg,Not Provided,0,0,Parassinikadavu,11.9842759844,75.3994545713,Kannur,Kerala,India,Butterflies and Moths,Oraesia emarginata,Fruit piercing moth,Insecta
2024-01-01,19:17:46.000000000,Savitha Savitha.Sahadev,2024-01-01T19:23:43.000000,2024-01-03T10:21:22.000000,https://static.inaturalist.org/photos/343881642/medium.jpeg,Not Provided,1,0,"X9MX+PQ8, Parassinikadavu, Kerala 670563, India",11.9842759844,75.3994545713,Kannur,Kerala,India,Fruit piercing moth,Oraesia emarginata,Fruit piercing moth,Insecta
2024-01-01,19:34:50.000000000,Sreedeep Chakkattil,2024-01-01T19:36:10.000000,2024-01-02T13:18:15.000000,https://static.inaturalist.org/photos/343883025/medium.jpeg,Not Provided,4,0,"W89Q+73P, Myladathadam, Azhikode South, Azhikode, Kerala 670009, India",11.9184962997,75.3373172,Kannur,Kerala,India,Fruit-piercing Moths,Eudocima,Fruit-piercing Moths,Insecta
2024-01-01,12:16:15.000000000,Chandra K,2024-01-01T19:45:09.000000,2024-01-01T19:45:15.000000,https://static.inaturalist.org/photos/343884196/medium.jpeg,Not Provided,0,0,"6585+223, Cheruvathur, Kerala 671313, India",12.214969576,75.157568939,Kasaragod,Kerala,India,Engrailed Moths,Ectropis,Engrailed Moths,Insecta
2024-01-01,16:42:35.000000000,Manjunath Badiger,2024-01-01T19:52:00.000000,2024-01-01T20:29:15.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343885312/medium.jpeg,Not Provided,1,0,"FXRP+C7W, Dharwad, Karnataka 580005, India",15.4916600115,74.9856118485,Dharwad,Karnataka,India,Typical Green Lacewings,Chrysopinae,Typical Green Lacewings,Insecta
2024-01-01,20:06:11.000000000,Saurabh Kumar Choudhary,2024-01-01T20:11:54.000000,2024-03-11T13:20:32.000000,https://static.inaturalist.org/photos/343887986/medium.jpeg,Not Provided,1,0,"H8HJ+FVH, Kagal, Maharashtra 416216, India",16.5786632197,74.3321965635,Kolhapur,Maharashtra,India,Oriental Mole Cricket,Gryllotalpa orientalis,Oriental Mole Cricket,Insecta
2024-01-01,20:10:48.000000000,Chethan Rao,2024-01-01T20:13:13.000000,2024-01-01T20:28:23.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343888135/medium.jpeg,Not Provided,1,0,"Chitpady, Udupi, Karnataka 576101, India",13.3314267912,74.7589350119,Udupi,Karnataka,India,Olepa ricini,Olepa ricini,Not provided,Insecta
2024-01-01,09:49:10.000000000,Ashwin,2024-01-01T20:15:23.000000,2024-04-13T17:52:54.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343893826/medium.jpeg,Not Provided,2,1,"XHJX+45J, Shivaji Nagar, Bengaluru, Karnataka 560001, India",12.9803266015,77.5979043916,Bangalore,Karnataka,India,Pheidole parva,Pheidole parva,Not provided,Insecta
2024-01-01,09:50:52.000000000,Ashwin,2024-01-01T20:15:36.000000,2024-04-13T17:52:54.000000,https://inaturalist-open-data.s3.amazonaws.com/photos/343888458/medium.jpeg,Not Provided,3,0,"XHJX+45J, Shivaji Nagar, Bengaluru, Karnataka 560001, India",12.9803266015,77.5979043916,Bangalore,Karnataka,India,Big-headed Ants,Pheidole,Big-headed Ants,Insecta
